0111_1775129_1584_1128;30 Jun 2017 12:23:25,972
0111_1775129_1584_1129;30 Jun 2017 12:23:26,014
0111_1775129_1584_1130;30 Jun 2017 12:23:26,040
0111_1775129_1584_1131;30 Jun 2017 12:23:26,077
0111_1775129_1584_1132;30 Jun 2017 12:23:26,113
0111_1775129_1584_1133;30 Jun 2017 12:23:26,134
0111_1775129_1584_1134;30 Jun 2017 12:23:26,155
0111_1775129_1584_1135;30 Jun 2017 12:23:26,202
0111_1775129_1584_1136;30 Jun 2017 12:23:26,228
0111_1775129_1584_1137;30 Jun 2017 12:23:26,259
0111_1775129_1584_1138;30 Jun 2017 12:23:26,295
0111_1775129_1584_1139;30 Jun 2017 12:23:26,321
0111_1775129_1584_1140;30 Jun 2017 12:23:26,347
0111_1775129_1584_1141;30 Jun 2017 12:23:26,378
0111_1775129_1584_1142;30 Jun 2017 12:23:26,410
0111_1775129_1584_1143;30 Jun 2017 12:23:26,441
0111_1775129_1584_1144;30 Jun 2017 12:23:26,472
0111_1775129_1584_1145;30 Jun 2017 12:23:26,503
0111_1775129_1584_1194;30 Jun 2017 12:53:41,800
0111_1775129_1584_1195;30 Jun 2017 12:53:41,837
0111_1775129_1584_1196;30 Jun 2017 12:53:41,863
0111_1775129_1584_1197;30 Jun 2017 12:53:41,899
0111_1775129_1584_1198;30 Jun 2017 12:53:41,925
0111_1775129_1584_1199;30 Jun 2017 12:53:41,961
0111_1775129_1584_1200;30 Jun 2017 12:53:42,048
0111_1775129_1584_1201;30 Jun 2017 12:53:42,066
0111_1775129_1584_1202;30 Jun 2017 12:53:42,102
0111_1775129_1584_1203;30 Jun 2017 12:53:42,128
0111_1775129_1584_1204;30 Jun 2017 12:53:42,164
0111_1775129_1584_1205;30 Jun 2017 12:53:42,191
0111_1775129_1584_1206;30 Jun 2017 12:53:42,226
0111_1775129_1584_1207;30 Jun 2017 12:53:42,253
0111_1775129_1584_1208;30 Jun 2017 12:53:42,279
0111_1775129_1584_1209;30 Jun 2017 12:53:42,310
0111_1775129_1584_1210;30 Jun 2017 12:53:42,341
0111_1775129_1584_1211;30 Jun 2017 12:53:42,383
0111_1775129_1584_1212;30 Jun 2017 12:53:42,409
0111_1775129_1584_1213;30 Jun 2017 12:53:42,435
0111_1775129_1584_1214;30 Jun 2017 12:53:42,466
0111_1775129_1584_125;30 Jun 2017 10:21:05,842
0111_1775129_1584_1264;30 Jun 2017 13:39:52,564
0111_1775129_1584_1265;30 Jun 2017 13:39:52,593
0111_1775129_1584_1266;30 Jun 2017 13:39:52,625
0111_1775129_1584_1267;30 Jun 2017 13:39:52,656
0111_1775129_1584_1268;30 Jun 2017 13:39:53,060
0111_1775129_1584_1269;30 Jun 2017 13:39:53,073
0111_1775129_1584_1270;30 Jun 2017 13:39:53,109
0111_1775129_1584_1271;30 Jun 2017 13:39:53,140
0111_1775129_1584_1272;30 Jun 2017 13:39:53,172
0111_1775129_1584_1273;30 Jun 2017 13:39:53,588
0111_1775129_1584_1274;30 Jun 2017 13:39:53,615
0111_1775129_1584_1275;30 Jun 2017 13:39:53,651
0111_1775129_1584_1276;30 Jun 2017 13:39:53,677
0111_1775129_1584_1277;30 Jun 2017 13:39:53,723
0111_1775129_1584_1278;30 Jun 2017 13:39:53,750
0111_1775129_1584_1279;30 Jun 2017 13:39:53,781
0111_1775129_1584_1280;30 Jun 2017 13:39:53,812
0111_1775129_1584_1281;30 Jun 2017 13:39:53,843
0111_1775129_1584_1282;30 Jun 2017 13:39:53,895
0111_1775129_1584_1283;30 Jun 2017 13:39:53,921
0111_1775129_1584_1284;30 Jun 2017 13:39:53,933
0111_1775129_1584_1342;30 Jun 2017 14:10:25,135
0111_1775129_1584_1343;30 Jun 2017 14:10:25,164
0111_1775129_1584_1344;30 Jun 2017 14:10:25,235
0111_1775129_1584_1345;30 Jun 2017 14:10:25,268
0111_1775129_1584_1346;30 Jun 2017 14:10:25,299
0111_1775129_1584_1347;30 Jun 2017 14:10:25,331
0111_1775129_1584_1348;30 Jun 2017 14:10:25,362
0111_1775129_1584_1349;30 Jun 2017 14:10:25,393
0111_1775129_1584_1350;30 Jun 2017 14:10:25,424
0111_1775129_1584_1351;30 Jun 2017 14:10:25,455
0111_1775129_1584_1352;30 Jun 2017 14:10:25,477
0111_1775129_1584_1353;30 Jun 2017 14:10:25,512
0111_1775129_1584_1354;30 Jun 2017 14:10:25,570
0111_1775129_1584_1355;30 Jun 2017 14:10:25,596
0111_1775129_1584_1356;30 Jun 2017 14:10:25,647
0111_1775129_1584_1357;30 Jun 2017 14:10:25,674
0111_1775129_1584_1358;30 Jun 2017 14:10:25,685
0111_1775129_1584_1359;30 Jun 2017 14:10:25,721
0111_1775129_1584_1360;30 Jun 2017 14:10:25,732
0111_1775129_1584_1361;30 Jun 2017 14:10:25,758
0111_1775129_1584_1362;30 Jun 2017 14:10:25,779
0111_1775129_1584_1420;30 Jun 2017 15:10:19,520
0111_1775129_1584_1421;30 Jun 2017 15:10:19,534
0111_1775129_1584_1422;30 Jun 2017 15:10:19,549
0111_1775129_1584_1424;30 Jun 2017 15:10:19,564
0111_1775129_1584_1428;30 Jun 2017 15:10:20,017
0111_1775129_1584_1430;30 Jun 2017 15:10:20,208
0111_1775129_1584_1431;30 Jun 2017 15:10:20,224
0111_1775129_1584_1432;30 Jun 2017 15:10:20,270
0111_1775129_1584_1433;30 Jun 2017 15:10:20,296
0111_1775129_1584_1434;30 Jun 2017 15:10:20,327
0111_1775129_1584_1435;30 Jun 2017 15:10:20,359
0111_1775129_1584_1436;30 Jun 2017 15:10:20,390
0111_1775129_1584_1437;30 Jun 2017 15:10:20,421
0111_1775129_1584_1438;30 Jun 2017 15:10:20,450
0111_1775129_1584_1439;30 Jun 2017 15:10:20,501
0111_1775129_1584_1440;30 Jun 2017 15:10:20,517
0111_1775129_1584_1441;30 Jun 2017 15:10:21,251
0111_1775129_1584_1442;30 Jun 2017 15:10:21,279
0111_1775129_1584_1443;30 Jun 2017 15:10:21,299
0111_1775129_1584_1444;30 Jun 2017 15:10:21,335
0111_1775129_1584_1466;30 Jun 2017 15:10:32,467
0111_1775129_1584_1513;30 Jun 2017 16:10:31,398
0111_1775129_1584_1514;30 Jun 2017 16:10:31,424
0111_1775129_1584_1515;30 Jun 2017 16:10:31,455
0111_1775129_1584_1516;30 Jun 2017 16:10:31,490
0111_1775129_1584_1517;30 Jun 2017 16:10:31,517
0111_1775129_1584_1518;30 Jun 2017 16:10:31,549
0111_1775129_1584_1519;30 Jun 2017 16:10:31,580
0111_1775129_1584_1520;30 Jun 2017 16:10:31,616
0111_1775129_1584_1521;30 Jun 2017 16:10:31,642
0111_1775129_1584_1522;30 Jun 2017 16:10:31,668
0111_1775129_1584_1523;30 Jun 2017 16:10:31,709
0111_1775129_1584_1524;30 Jun 2017 16:10:31,736
0111_1775129_1584_1525;30 Jun 2017 16:10:31,772
0111_1775129_1584_1526;30 Jun 2017 16:10:31,798
0111_1775129_1584_1527;30 Jun 2017 16:10:31,845
0111_1775129_1584_1528;30 Jun 2017 16:10:31,883
0111_1775129_1584_1529;30 Jun 2017 16:10:31,908
0111_1775129_1584_1530;30 Jun 2017 16:10:31,949
0111_1775129_1584_1531;30 Jun 2017 16:10:31,980
0111_1775129_1584_1532;30 Jun 2017 16:10:32,022
0111_1775129_1584_1573;30 Jun 2017 16:10:38,319
0111_1775129_1584_1574;30 Jun 2017 16:10:38,345
0111_1775129_1584_1575;30 Jun 2017 16:10:38,382
0111_1775129_1584_1576;30 Jun 2017 16:10:38,397
0111_1775129_1584_1577;30 Jun 2017 16:10:38,413
0111_1775129_1584_1578;30 Jun 2017 16:10:38,439
0111_1775129_1584_1579;30 Jun 2017 16:10:38,464
0111_1775129_1584_1580;30 Jun 2017 16:10:38,496
0111_1775129_1584_1581;30 Jun 2017 16:10:38,517
0111_1775129_1584_1582;30 Jun 2017 16:10:38,543
0111_1775129_1584_1583;30 Jun 2017 16:10:38,554
0111_1775129_1584_1584;30 Jun 2017 16:10:38,600
0111_1775129_1584_1585;30 Jun 2017 16:10:38,697
0111_1775129_1584_1586;30 Jun 2017 16:10:38,720
0111_1775129_1584_1587;30 Jun 2017 16:10:38,746
0111_1775129_1584_1588;30 Jun 2017 16:10:38,787
0111_1775129_1584_1589;30 Jun 2017 16:10:38,804
0111_1775129_1584_1590;30 Jun 2017 16:10:38,870
0111_1775129_1584_1591;30 Jun 2017 16:10:38,913
0111_1775129_1584_1592;30 Jun 2017 16:10:38,939
0111_1775129_1584_1648;30 Jun 2017 17:11:05,385
0111_1775129_1584_1650;30 Jun 2017 17:11:05,403
0111_1775129_1584_1653;30 Jun 2017 17:11:05,417
0111_1775129_1584_1654;30 Jun 2017 17:11:05,433
0111_1775129_1584_1655;30 Jun 2017 17:11:05,448
0111_1775129_1584_1657;30 Jun 2017 17:11:05,495
0111_1775129_1584_1658;30 Jun 2017 17:11:05,521
0111_1775129_1584_1659;30 Jun 2017 17:11:05,537
0111_1775129_1584_1660;30 Jun 2017 17:11:05,582
0111_1775129_1584_1662;30 Jun 2017 17:11:05,609
0111_1775129_1584_1663;30 Jun 2017 17:11:05,640
0111_1775129_1584_1664;30 Jun 2017 17:11:05,753
0111_1775129_1584_1665;30 Jun 2017 17:11:05,781
0111_1775129_1584_1666;30 Jun 2017 17:11:05,813
0111_1775129_1584_1667;30 Jun 2017 17:11:05,823
0111_1775129_1584_1668;30 Jun 2017 17:11:05,859
0111_1775129_1584_1669;30 Jun 2017 17:11:05,880
0111_1775129_1584_1670;30 Jun 2017 17:11:05,907
0111_1775129_1584_1671;30 Jun 2017 17:11:05,948
0111_1775129_1584_1672;30 Jun 2017 17:11:06,287
0111_1775129_1584_1728;30 Jun 2017 17:40:55,183
0111_1775129_1584_1729;30 Jun 2017 17:40:55,202
0111_1775129_1584_1730;30 Jun 2017 17:40:55,247
0111_1775129_1584_1731;30 Jun 2017 17:40:55,263
0111_1775129_1584_1732;30 Jun 2017 17:40:55,501
0111_1775129_1584_1733;30 Jun 2017 17:40:55,513
0111_1775129_1584_1734;30 Jun 2017 17:40:55,549
0111_1775129_1584_1735;30 Jun 2017 17:40:55,580
0111_1775129_1584_1736;30 Jun 2017 17:40:55,621
0111_1775129_1584_1737;30 Jun 2017 17:40:55,648
0111_1775129_1584_1738;30 Jun 2017 17:40:56,017
0111_1775129_1584_1739;30 Jun 2017 17:40:56,049
0111_1775129_1584_1740;30 Jun 2017 17:40:56,080
0111_1775129_1584_1741;30 Jun 2017 17:40:56,112
0111_1775129_1584_1742;30 Jun 2017 17:40:56,143
0111_1775129_1584_1743;30 Jun 2017 17:40:56,194
0111_1775129_1584_1744;30 Jun 2017 17:40:56,221
0111_1775129_1584_1745;30 Jun 2017 17:40:56,242
0111_1775129_1584_1746;30 Jun 2017 17:40:56,258
0111_1775129_1584_1747;30 Jun 2017 17:40:56,273
0111_1775129_1584_1789;30 Jun 2017 17:41:21,846
0111_1775129_1584_1790;30 Jun 2017 17:41:22,173
0111_1775129_1584_1791;30 Jun 2017 17:41:22,187
0111_1775129_1584_1792;30 Jun 2017 17:41:22,223
0111_1775129_1584_1793;30 Jun 2017 17:41:22,264
0111_1775129_1584_1794;30 Jun 2017 17:41:22,291
0111_1775129_1584_1795;30 Jun 2017 17:41:22,317
0111_1775129_1584_1796;30 Jun 2017 17:41:22,348
0111_1775129_1584_1797;30 Jun 2017 17:41:22,703
0111_1775129_1584_1798;30 Jun 2017 17:41:22,729
0111_1775129_1584_1799;30 Jun 2017 17:41:22,760
0111_1775129_1584_1800;30 Jun 2017 17:41:22,765
0111_1775129_1584_1801;30 Jun 2017 17:41:22,791
0111_1775129_1584_1802;30 Jun 2017 17:41:22,837
0111_1775129_1584_1803;30 Jun 2017 17:41:22,844
0111_1775129_1584_1804;30 Jun 2017 17:41:22,879
0111_1775129_1584_1805;30 Jun 2017 17:41:22,911
0111_1775129_1584_1806;30 Jun 2017 17:41:22,962
0111_1775129_1584_1807;30 Jun 2017 17:41:22,988
0111_1775129_1584_1808;30 Jun 2017 17:41:23,010
0111_1775129_1584_1857;30 Jun 2017 18:11:28,442
0111_1775129_1584_1858;30 Jun 2017 18:11:28,467
0111_1775129_1584_1859;30 Jun 2017 18:11:28,500
0111_1775129_1584_1860;30 Jun 2017 18:11:28,541
0111_1775129_1584_1861;30 Jun 2017 18:11:28,578
0111_1775129_1584_1862;30 Jun 2017 18:11:28,598
0111_1775129_1584_1863;30 Jun 2017 18:11:28,604
0111_1775129_1584_1864;30 Jun 2017 18:11:28,639
0111_1775129_1584_1865;30 Jun 2017 18:11:28,711
0111_1775129_1584_1866;30 Jun 2017 18:11:28,738
0111_1775129_1584_1867;30 Jun 2017 18:11:28,755
0111_1775129_1584_1868;30 Jun 2017 18:11:28,776
0111_1775129_1584_1869;30 Jun 2017 18:11:28,811
0111_1775129_1584_1870;30 Jun 2017 18:11:28,853
0111_1775129_1584_1871;30 Jun 2017 18:11:28,869
0111_1775129_1584_1872;30 Jun 2017 18:11:28,885
0111_1775129_1584_1873;30 Jun 2017 18:11:28,920
0111_1775129_1584_1874;30 Jun 2017 18:11:28,981
0111_1775129_1584_1875;30 Jun 2017 18:11:29,064
0111_1775129_1584_1876;30 Jun 2017 18:11:29,103
0111_1775129_1584_1917;30 Jun 2017 18:11:48,180
0111_1775129_1584_1918;30 Jun 2017 18:11:48,209
0111_1775129_1584_1919;30 Jun 2017 18:11:48,234
0111_1775129_1584_1920;30 Jun 2017 18:11:48,266
0111_1775129_1584_1921;30 Jun 2017 18:11:48,297
0111_1775129_1584_1922;30 Jun 2017 18:11:48,318
0111_1775129_1584_1923;30 Jun 2017 18:11:48,354
0111_1775129_1584_1924;30 Jun 2017 18:11:48,381
0111_1775129_1584_1925;30 Jun 2017 18:11:48,427
0111_1775129_1584_1926;30 Jun 2017 18:11:48,453
0111_1775129_1584_1927;30 Jun 2017 18:11:48,474
0111_1775129_1584_1928;30 Jun 2017 18:11:48,500
0111_1775129_1584_1929;30 Jun 2017 18:11:48,531
0111_1775129_1584_1930;30 Jun 2017 18:11:48,573
0111_1775129_1584_1931;30 Jun 2017 18:11:48,609
0111_1775129_1584_1932;30 Jun 2017 18:11:48,630
0111_1775129_1584_1933;30 Jun 2017 18:11:48,666
0111_1775129_1584_1934;30 Jun 2017 18:11:48,693
0111_1775129_1584_1935;30 Jun 2017 18:11:48,729
0111_1775129_1584_1936;30 Jun 2017 18:11:48,756
0111_1775129_1584_1985;30 Jun 2017 18:41:50,613
0111_1775129_1584_1986;30 Jun 2017 18:41:50,627
0111_1775129_1584_1987;30 Jun 2017 18:41:50,642
0111_1775129_1584_1988;30 Jun 2017 18:41:50,658
0111_1775129_1584_1989;30 Jun 2017 18:41:50,673
0111_1775129_1584_1990;30 Jun 2017 18:41:50,689
0111_1775129_1584_1991;30 Jun 2017 18:41:50,705
0111_1775129_1584_1992;30 Jun 2017 18:41:50,720
0111_1775129_1584_1993;30 Jun 2017 18:41:50,736
0111_1775129_1584_1995;30 Jun 2017 18:41:51,185
0111_1775129_1584_1996;30 Jun 2017 18:41:51,205
0111_1775129_1584_1997;30 Jun 2017 18:41:51,252
0111_1775129_1584_1998;30 Jun 2017 18:41:51,220
0111_1775129_1584_1999;30 Jun 2017 18:41:51,236
0111_1775129_1584_2002;30 Jun 2017 18:41:51,267
0111_1775129_1584_2003;30 Jun 2017 18:41:51,282
0111_1775129_1584_2004;30 Jun 2017 18:41:51,329
0111_1775129_1584_2005;30 Jun 2017 18:41:51,314
0111_1775129_1584_2006;30 Jun 2017 18:41:51,298
0111_1775129_1584_2007;30 Jun 2017 18:41:51,345
0111_1775129_1584_202;30 Jun 2017 10:21:08,284
0111_1775129_1584_2080;30 Jun 2017 20:12:02,237
0111_1775129_1584_2081;30 Jun 2017 20:12:02,253
0111_1775129_1584_2082;30 Jun 2017 20:12:02,278
0111_1775129_1584_2083;30 Jun 2017 20:12:02,294
0111_1775129_1584_2084;30 Jun 2017 20:12:02,310
0111_1775129_1584_2085;30 Jun 2017 20:12:02,325
0111_1775129_1584_2086;30 Jun 2017 20:12:02,341
0111_1775129_1584_2087;30 Jun 2017 20:12:02,367
0111_1775129_1584_2088;30 Jun 2017 20:12:02,388
0111_1775129_1584_2089;30 Jun 2017 20:12:02,403
0111_1775129_1584_2090;30 Jun 2017 20:12:02,419
0111_1775129_1584_2091;30 Jun 2017 20:12:02,435
0111_1775129_1584_2092;30 Jun 2017 20:12:02,450
0111_1775129_1584_2093;30 Jun 2017 20:12:02,466
0111_1775129_1584_2094;30 Jun 2017 20:12:02,481
0111_1775129_1584_2095;30 Jun 2017 20:12:02,507
0111_1775129_1584_2096;30 Jun 2017 20:12:02,752
0111_1775129_1584_2097;30 Jun 2017 20:12:02,769
0111_1775129_1584_2098;30 Jun 2017 20:12:02,784
0111_1775129_1584_2099;30 Jun 2017 20:12:02,809
0111_1775129_1584_2150;30 Jun 2017 20:42:06,942
0111_1775129_1584_2151;30 Jun 2017 20:42:06,972
0111_1775129_1584_2152;30 Jun 2017 20:42:06,987
0111_1775129_1584_2153;30 Jun 2017 20:42:07,013
0111_1775129_1584_2154;30 Jun 2017 20:42:07,035
0111_1775129_1584_2155;30 Jun 2017 20:42:07,066
0111_1775129_1584_2156;30 Jun 2017 20:42:07,097
0111_1775129_1584_2157;30 Jun 2017 20:42:07,127
0111_1775129_1584_2158;30 Jun 2017 20:42:07,264
0111_1775129_1584_2159;30 Jun 2017 20:42:07,294
0111_1775129_1584_2160;30 Jun 2017 20:42:07,325
0111_1775129_1584_2161;30 Jun 2017 20:42:07,336
0111_1775129_1584_2162;30 Jun 2017 20:42:07,352
0111_1775129_1584_2163;30 Jun 2017 20:42:07,388
0111_1775129_1584_2164;30 Jun 2017 20:42:07,420
0111_1775129_1584_2165;30 Jun 2017 20:42:07,451
0111_1775129_1584_2166;30 Jun 2017 20:42:07,482
0111_1775129_1584_2167;30 Jun 2017 20:42:07,513
0111_1775129_1584_2168;30 Jun 2017 20:42:07,534
0111_1775129_1584_2169;30 Jun 2017 20:42:07,571
0111_1775129_1584_231;30 Jun 2017 10:21:09,180
0111_1775129_1584_236;30 Jun 2017 10:21:09,335
0111_1775129_1584_283;30 Jun 2017 10:21:10,801
0111_1775129_1584_291;30 Jun 2017 10:21:11,049
0111_1775129_1584_302;30 Jun 2017 10:21:11,461
0111_1775129_1584_304;30 Jun 2017 10:21:11,515
0111_1775129_1584_305;30 Jun 2017 10:21:11,547
0111_1775129_1584_306;30 Jun 2017 10:21:11,577
0111_1775129_1584_307;30 Jun 2017 10:21:11,608
0111_1775129_1584_310;30 Jun 2017 10:21:11,712
0111_1775129_1584_312;30 Jun 2017 10:21:11,773
0111_1775129_1584_313;30 Jun 2017 10:21:11,805
0111_1775129_1584_314;30 Jun 2017 10:21:11,836
0111_1775129_1584_315;30 Jun 2017 10:21:11,868
0111_1775129_1584_316;30 Jun 2017 10:21:11,899
0111_1775129_1584_317;30 Jun 2017 10:21:11,940
0111_1775129_1584_318;30 Jun 2017 10:21:11,968
0111_1775129_1584_319;30 Jun 2017 10:21:12,009
0111_1775129_1584_320;30 Jun 2017 10:21:12,040
0111_1775129_1584_321;30 Jun 2017 10:21:12,071
0111_1775129_1584_322;30 Jun 2017 10:21:12,112
0111_1775129_1584_323;30 Jun 2017 10:21:12,139
0111_1775129_1584_324;30 Jun 2017 10:21:12,171
0111_1775129_1584_325;30 Jun 2017 10:21:12,202
0111_1775129_1584_326;30 Jun 2017 10:21:12,233
0111_1775129_1584_327;30 Jun 2017 10:21:12,265
0111_1775129_1584_328;30 Jun 2017 10:21:12,296
0111_1775129_1584_329;30 Jun 2017 10:21:12,317
0111_1775129_1584_332;30 Jun 2017 10:21:12,424
0111_1775129_1584_333;30 Jun 2017 10:21:12,453
0111_1775129_1584_334;30 Jun 2017 10:21:12,483
0111_1775129_1584_335;30 Jun 2017 10:21:12,514
0111_1775129_1584_336;30 Jun 2017 10:21:12,546
0111_1775129_1584_337;30 Jun 2017 10:21:12,577
0111_1775129_1584_338;30 Jun 2017 10:21:12,608
0111_1775129_1584_339;30 Jun 2017 10:21:12,639
0111_1775129_1584_340;30 Jun 2017 10:21:12,660
0111_1775129_1584_341;30 Jun 2017 10:21:12,695
0111_1775129_1584_342;30 Jun 2017 10:21:12,727
0111_1775129_1584_343;30 Jun 2017 10:21:12,769
0111_1775129_1584_345;30 Jun 2017 10:21:12,826
0111_1775129_1584_346;30 Jun 2017 10:21:12,853
0111_1775129_1584_348;30 Jun 2017 10:21:12,914
0111_1775129_1584_349;30 Jun 2017 10:21:12,956
0111_1775129_1584_351;30 Jun 2017 10:21:13,003
0111_1775129_1584_352;30 Jun 2017 10:21:13,050
0111_1775129_1584_353;30 Jun 2017 10:21:13,076
0111_1775129_1584_354;30 Jun 2017 10:21:13,108
0111_1775129_1584_355;30 Jun 2017 10:21:13,139
0111_1775129_1584_356;30 Jun 2017 10:21:13,170
0111_1775129_1584_357;30 Jun 2017 10:21:13,201
0111_1775129_1584_358;30 Jun 2017 10:21:13,227
0111_1775129_1584_359;30 Jun 2017 10:21:13,278
0111_1775129_1584_360;30 Jun 2017 10:21:13,285
0111_1775129_1584_361;30 Jun 2017 10:21:13,320
0111_1775129_1584_362;30 Jun 2017 10:21:13,362
0111_1775129_1584_363;30 Jun 2017 10:21:13,389
0111_1775129_1584_364;30 Jun 2017 10:21:13,420
0111_1775129_1584_365;30 Jun 2017 10:21:13,451
0111_1775129_1584_367;30 Jun 2017 10:21:13,507
0111_1775129_1584_369;30 Jun 2017 10:21:13,590
0111_1775129_1584_370;30 Jun 2017 10:21:13,618
0111_1775129_1584_371;30 Jun 2017 10:21:13,649
0111_1775129_1584_372;30 Jun 2017 10:21:13,680
0111_1775129_1584_373;30 Jun 2017 10:21:13,711
0111_1775129_1584_374;30 Jun 2017 10:21:13,742
0111_1775129_1584_376;30 Jun 2017 10:21:13,815
0111_1775129_1584_377;30 Jun 2017 10:21:13,843
0111_1775129_1584_378;30 Jun 2017 10:21:13,874
0111_1775129_1584_379;30 Jun 2017 10:21:13,906
0111_1775129_1584_380;30 Jun 2017 10:21:13,937
0111_1775129_1584_381;30 Jun 2017 10:21:13,968
0111_1775129_1584_382;30 Jun 2017 10:21:14,000
0111_1775129_1584_383;30 Jun 2017 10:21:14,031
0111_1775129_1584_384;30 Jun 2017 10:21:14,062
0111_1775129_1584_385;30 Jun 2017 10:21:14,092
0111_1775129_1584_386;30 Jun 2017 10:21:14,113
0111_1775129_1584_387;30 Jun 2017 10:21:14,149
0111_1775129_1584_388;30 Jun 2017 10:21:14,191
0111_1775129_1584_389;30 Jun 2017 10:21:14,217
0111_1775129_1584_390;30 Jun 2017 10:21:14,253
0111_1775129_1584_391;30 Jun 2017 10:21:14,279
0111_1775129_1584_392;30 Jun 2017 10:21:14,312
0111_1775129_1584_393;30 Jun 2017 10:21:14,352
0111_1775129_1584_394;30 Jun 2017 10:21:14,373
0111_1775129_1584_395;30 Jun 2017 10:21:14,395
0111_1775129_1584_396;30 Jun 2017 10:21:14,431
0111_1775129_1584_397;30 Jun 2017 10:21:14,472
0111_1775129_1584_398;30 Jun 2017 10:21:14,498
0111_1775129_1584_399;30 Jun 2017 10:21:14,530
0111_1775129_1584_400;30 Jun 2017 10:21:14,560
0111_1775129_1584_401;30 Jun 2017 10:21:14,586
0111_1775129_1584_402;30 Jun 2017 10:21:14,618
0111_1775129_1584_404;30 Jun 2017 10:21:14,679
0111_1775129_1584_408;30 Jun 2017 10:21:14,813
0111_1775129_1584_410;30 Jun 2017 10:21:14,873
0111_1775129_1584_411;30 Jun 2017 10:21:14,899
0111_1775129_1584_412;30 Jun 2017 10:21:14,930
0111_1775129_1584_413;30 Jun 2017 10:21:14,983
0111_1775129_1584_414;30 Jun 2017 10:21:15,015
0111_1775129_1584_415;30 Jun 2017 10:21:15,035
0111_1775129_1584_416;30 Jun 2017 10:21:15,071
0111_1775129_1584_417;30 Jun 2017 10:21:15,113
0111_1775129_1584_418;30 Jun 2017 10:21:15,139
0111_1775129_1584_419;30 Jun 2017 10:21:15,170
0111_1775129_1584_420;30 Jun 2017 10:21:15,201
0111_1775129_1584_421;30 Jun 2017 10:21:15,227
0111_1775129_1584_422;30 Jun 2017 10:21:15,258
0111_1775129_1584_424;30 Jun 2017 10:21:15,319
0111_1775129_1584_425;30 Jun 2017 10:21:15,362
0111_1775129_1584_426;30 Jun 2017 10:21:15,378
0111_1775129_1584_427;30 Jun 2017 10:21:15,414
0111_1775129_1584_428;30 Jun 2017 10:21:15,455
0111_1775129_1584_429;30 Jun 2017 10:21:15,483
0111_1775129_1584_430;30 Jun 2017 10:21:15,514
0111_1775129_1584_431;30 Jun 2017 10:21:15,545
0111_1775129_1584_432;30 Jun 2017 10:21:15,581
0111_1775129_1584_433;30 Jun 2017 10:21:15,608
0111_1775129_1584_434;30 Jun 2017 10:21:15,649
0111_1775129_1584_435;30 Jun 2017 10:21:15,670
0111_1775129_1584_436;30 Jun 2017 10:21:15,707
0111_1775129_1584_437;30 Jun 2017 10:21:15,733
0111_1775129_1584_438;30 Jun 2017 10:21:15,764
0111_1775129_1584_439;30 Jun 2017 10:21:15,795
0111_1775129_1584_440;30 Jun 2017 10:21:15,826
0111_1775129_1584_441;30 Jun 2017 10:21:15,863
0111_1775129_1584_442;30 Jun 2017 10:21:15,889
0111_1775129_1584_443;30 Jun 2017 10:21:15,920
